SALE_DATE,TOTAL_SALES,TOTAL_QTY,TRANSACTIONS,ROLLING_7_DAY,ROLLING_30_DAY,LAG_1_DAY,LAG_7_DAY,LAG_30_DAY
2025-09-19,6704.148144,2558.0,1050,4660.378381285714,4913.593677333333,4144.136401,6585.80982,4666.601594
2025-09-20,5350.733774,2150.0,905,4695.022242571428,4938.233777466667,6704.148144,5108.226745,4611.53077
2025-09-21,3723.2119079999998,1575.0,761,4749.830786285714,4840.149898533333,5350.733774,3339.552102,6665.728276
2025-09-22,3763.54021,1627.0,746,4744.143888571429,4764.3809126999995,3723.2119079999998,3803.348494,6036.609785
2025-09-23,4752.58482,1847.0,829,4754.154046999999,4806.5327196,3763.54021,4682.513711,3488.030613
2025-09-24,4463.615238,1990.0,849,4700.281499285715,4814.236801433332,4752.58482,4840.723072,4232.492783
2025-09-25,4504.795227,1886.0,869,4751.804188714285,4808.023180266667,4463.615238,4144.136401,4691.203862
2025-09-26,6024.263072,2167.0,917,4654.677749857144,4865.321223966666,4504.795227,6704.148144,4305.321761
2025-09-27,4860.255303,2114.0,849,4584.609396857143,4892.721054266667,6024.263072,5350.733774,4038.260394
2025-09-28,3950.542147,1604.0,742,4617.085145285714,4775.5973225,4860.255303,3723.2119079999998,7464.2541
2025-09-29,3390.575126,1455.0,702,4563.804419,4696.531177466666,3950.542147,3763.54021,5762.559477
2025-09-30,5474.726552,2050.0,877,4666.9675235714285,4726.255510200001,3390.575126,4752.58482,4582.99657
2025-10-01,4560.003263,1811.0,810,4680.737241428572,4705.996310733333,5474.726552,4463.615238,5167.7792469999995
2025-10-02,5491.310166,2052.0,932,4821.667947000001,4720.7430562,4560.003263,4504.795227,5048.907802
2025-10-03,5565.639726,2239.0,943,4756.150326142857,4758.0522341000005,5491.310166,6024.263072,4446.364389
2025-10-04,5174.486514,2036.0,875,4801.040499142858,4775.349319933333,5565.639726,4860.255303,4655.573939
2025-10-05,3997.159714,1437.0,668,4807.700151571429,4696.040348833334,5174.486514,3950.542147,6376.428847
2025-10-06,4370.643537,1863.0,801,4947.709924571429,4647.396675166668,3997.159714,3390.575126,5829.9537470000005
2025-10-07,3943.944913,1792.0,821,4729.026833285715,4678.1801209333335,4370.643537,5474.726552,3020.44154
2025-10-08,4278.19524,1886.0,873,4688.768544285714,4681.7027044,3943.944913,4560.003263,4172.517736
2025-10-09,4742.938633,2041.0,880,4581.858325285714,4685.838490666666,4278.19524,5491.310166,4618.865045
2025-10-10,6557.358444,2289.0,995,4723.5324278571425,4765.050364500001,4742.938633,5565.639726,4181.002229
2025-10-11,4548.035429,1989.0,827,4634.0394157142855,4756.567248166667,6557.358444,5174.486514,4802.528919
2025-10-12,3487.518428,1573.0,761,4561.233517714286,4653.290868433333,4548.035429,3997.159714,6585.80982
2025-10-13,3777.921972,1452.0,686,4476.559008428571,4608.947375999999,3487.518428,4370.643537,5108.226745
2025-10-14,4963.540321,1680.0,768,4622.2154952857145,4663.0803166333335,3777.921972,3943.944913,3339.552102
2025-10-15,4047.984266,1805.0,803,4589.328213285714,4671.234842366667,4963.540321,4278.19524,3803.348494
2025-10-16,3524.753351,1566.0,709,4415.3017444285715,4632.642830366666,4047.984266,4742.938633,4682.513711
2025-10-17,6016.599827,2143.0,890,4338.050513428571,4671.8387222,3524.753351,6557.358444,4840.723072
2025-10-18,5874.626418,2322.0,952,4527.563511857143,4729.521722766667,6016.599827,4548.035429,4144.136401
2025-10-19,3645.423362,1603.0,730,4550.121359571428,4627.564230033333,5874.626418,3487.518428,6704.148144
2025-10-20,4296.1820020000005,1654.0,750,4624.158506714286,4592.4125042999995,3645.423362,3777.921972,5350.733774
2025-10-21,4424.137059,1887.0,890,4547.100897857143,4615.7766759999995,4296.1820020000005,4963.540321,3723.2119079999998
2025-10-22,4212.118563,1998.0,853,4570.548654571428,4630.729287766667,4424.137059,4047.984266,3763.54021
2025-10-23,4113.275499,1897.0,861,4654.6232471428575,4609.418977066667,4212.118563,3524.753351,4752.58482
2025-10-24,5944.6846,2225.0,958,4644.349643285715,4658.7879558,4113.275499,6016.599827,4463.615238
2025-10-25,5851.010398,2330.0,986,4640.975926142857,4703.661794833333,5944.6846,5874.626418,4504.795227
2025-10-26,3526.863854,1584.0,733,4624.038853571429,4620.415154233333,5851.010398,3645.423362,6024.263072
2025-10-27,3970.112427,1764.0,803,4577.457485714286,4590.743725033333,3526.863854,4296.1820020000005,4860.255303
2025-10-28,4989.149656,1813.0,842,4658.173571,4625.363975333333,3970.112427,4424.137059,3950.542147
2025-10-29,4943.836023,1995.0,898,4762.704636714286,4677.139338566666,4989.149656,4212.118563,3390.575126
2025-10-30,4886.200182,2071.0,903,4873.122448571428,4657.5217929,4943.836023,4113.275499,5474.726552
2025-10-31,6827.190051,2583.0,1025,4999.194655857143,4733.094685833334,4886.200182,5944.6846,4560.003263
2025-11-01,6762.784665,2251.0,934,5129.448122571428,4775.477169133333,6827.190051,5851.010398,5491.310166
2025-11-02,3924.249709,1627.0,761,5186.217530428571,4720.764168566666,6762.784665,3526.863854,5565.639726
2025-11-03,5088.668116,1799.0,776,5346.011200285714,4717.9035553,3924.249709,3970.112427,5174.486514
2025-11-04,4845.551545,1860.0,824,5325.497184428571,4746.183283,5088.668116,4989.149656,3997.159714
2025-11-05,4559.600161,1769.0,793,5270.606347,4752.481837133334,4845.551545,4943.836023,4370.643537
2025-11-06,4690.210034,2017.0,866,5242.607754428572,4777.3573411666675,4559.600161,4886.200182,3943.944913
2025-11-07,5947.472581,2303.0,962,5116.933830142857,4832.9999192000005,4690.210034,6827.190051,4278.19524
2025-11-08,5048.6893469999995,2056.0,875,4872.063070428572,4843.191609666666,5947.472581,6762.784665,4742.938633
2025-11-09,3717.297024,1584.0,744,4842.498401142858,4748.522895666666,5048.6893469999995,3924.249709,6557.358444
2025-11-10,5169.247713,1811.0,809,4854.0097721428565,4769.2299718,3717.297024,5088.668116,4548.035429
2025-11-11,4349.551172,1762.0,792,4783.152576,4797.9643966,5169.247713,4845.551545,3487.518428
2025-11-12,4706.43817,1948.0,855,4804.129434428571,4828.914936533333,4349.551172,4559.600161,3777.921972
2025-11-13,5749.331566,1908.0,818,4955.432510428572,4855.107978033334,4706.43817,4690.210034,4963.540321
2025-11-14,6091.2062909999995,2399.0,1019,4975.965897571428,4923.2153788666665,5749.331566,5947.472581,4047.984266
2025-11-15,6612.039546,2405.0,942,5199.301640285715,5026.1249187,6091.2062909999995,5048.6893469999995,3524.753351
2025-11-16,3631.892307,1495.0,679,5187.100966428572,4946.634668033334,6612.039546,3717.297024,6016.599827
2025-11-17,4582.414381,1773.0,830,5103.2676332857145,4903.560933466667,3631.892307,5169.247713,5874.626418
2025-11-18,4592.646453,1834.0,869,5137.995530571429,4935.1350365,4582.414381,4349.551172,3645.423362
2025-11-19,4300.58461,1778.0,802,5080.016450571428,4935.2817901,4592.646453,4706.43817,4296.1820020000005
2025-11-20,4458.249923,1895.0,815,4895.576215857143,4936.418885566667,4300.58461,5749.331566,4424.137059
2025-11-21,5900.109932,2300.0,1002,4868.276736,4992.685264533333,4458.249923,6091.2062909999995,4212.118563
2025-11-22,7001.276384,2469.0,1008,4923.881998571429,5088.9519607,5900.109932,6612.039546,4113.275499
2025-11-23,3865.584624,1489.0,683,4957.266615285714,5019.648628166667,7001.276384,3631.892307,5944.6846
2025-11-24,4228.392842,1830.0,805,4906.692109714286,4965.561376299999,3865.584624,4582.414381,5851.010398
2025-11-25,4823.036139,1922.0,833,4939.6049219999995,5008.767119133333,4228.392842,4592.646453,3526.863854
2025-11-26,4447.041331,1795.0,809,4960.527310714286,5024.664749266667,4823.036139,4300.58461,3970.112427
2025-11-27,4796.604735,1976.0,867,5008.863712428572,5018.246585233334,4447.041331,4458.249923,4989.149656
2025-11-28,6375.409004,2288.0,997,5076.763579857143,5065.9656846,4796.604735,5900.109932,4943.836023
2025-11-29,6061.138026,2252.0,928,4942.458100142858,5105.130279399999,6375.409004,7001.276384,4886.200182
2025-11-30,4136.713189,1534.0,716,4981.190752285714,5015.447717333333,6061.138026,3865.584624,6827.190051
2025-12-01,3759.270293,1538.0,744,4914.173245285715,4915.3305716,4136.713189,4228.392842,6762.784665
2025-12-02,4421.64126,1641.0,780,4856.831119714286,4931.910289966667,3759.270293,4823.036139,3924.249709
2025-12-03,4985.896539,1694.0,778,4933.810435142857,4928.4845707333325,4421.64126,4447.041331,5088.668116
2025-12-04,4465.244322,1743.0,792,4886.473233285715,4915.8076633,4985.896539,4796.604735,4845.551545
2025-12-05,7015.66394,2454.0,1016,4977.938224142857,4997.676455933333,4465.244322,6375.409004,4559.600161
2025-12-06,5251.319159,1950.0,813,4862.249814571428,5016.380093433333,7015.66394,6061.138026,4690.210034
2025-12-07,4036.515036,1673.0,777,4847.9357927142855,4952.6815086,5251.319159,4136.713189,5947.472581
2025-12-08,4151.814761,1778.0,820,4904.013573857143,4922.785689066667,4036.515036,3759.270293,5048.6893469999995
2025-12-09,4294.476768,1671.0,784,4885.847217857144,4942.025013866668,4151.814761,4421.64126,3717.297024
2025-12-10,3869.7032,1495.0,745,4726.3910265714285,4898.706863433333,4294.476768,4985.896539,5169.247713
2025-12-11,4806.474672,1836.0,827,4775.138219428572,4913.937646766667,3869.7032,4465.244322,4349.551172
2025-12-12,5799.5047700000005,2157.0,972,4601.401195142857,4950.373200100001,4806.474672,7015.66394,4706.43817
2025-12-13,5202.903341,1915.0,813,4594.484649714286,4932.158925933333,5799.5047700000005,5251.319159,5749.331566
2025-12-14,3447.549949,1502.0,680,4510.346780142857,4844.0370478666655,5202.903341,4036.515036,6091.2062909999995
2025-12-15,4386.754808,1702.0,760,4543.909644,4769.860889933334,3447.549949,4151.814761,6612.039546
2025-12-16,4915.174985,1706.0,769,4632.580817857143,4812.6369792000005,4386.754808,4294.476768,3631.892307
2025-12-17,4446.116686,1686.0,756,4714.925601571428,4808.0937226999995,4915.174985,3869.7032,4582.414381
2025-12-18,4652.391583,1794.0,816,4692.913731714287,4810.085227033333,4446.116686,4806.474672,4592.646453
2025-12-19,5582.058117,2102.0,911,4661.849924142857,4852.8010106,4652.391583,5799.5047700000005,4300.58461
2025-12-20,4952.166677,2039.0,848,4626.030400714286,4869.2649024,5582.058117,5202.903341,4458.249923
2025-12-21,4421.026923,1600.0,722,4765.098539857143,4819.962135433333,4952.166677,3447.549949,5900.109932
2025-12-22,4724.878078,1993.0,800,4813.4018641428565,4744.0821919,4421.026923,4386.754808,7001.276384
2025-12-23,6490.803056,2112.0,873,5038.491588571429,4831.589472966667,4724.878078,4915.174985,3865.584624
2025-12-24,9925.211417999999,2694.0,1030,5821.219407428572,5021.4834255000005,6490.803056,4446.116686,4228.392842
2025-12-25,3877.486498,1297.0,624,5710.518681,4989.965104133333,9925.211417999999,4652.391583,4823.036139
2025-12-26,3797.574861,1412.0,709,5455.592501571429,4968.316221799999,3877.486498,5582.058117,4447.041331
2025-12-27,3821.982029,1508.0,642,5294.137551857143,4935.828798266666,3797.574861,4952.166677,4796.604735
2025-12-28,3030.722004,1193.0,554,5095.522563428572,4824.3392316,3821.982029,4421.026923,6375.409004
2025-12-29,4298.219943,1399.0,623,5034.571401285714,4765.575295500001,3030.722004,4724.878078,6061.138026
2025-12-30,3615.788767,1479.0,659,4623.855074285714,4748.2111481,4298.219943,6490.803056,4136.713189
2025-12-31,6744.513344,2319.0,839,4169.469635142857,4847.7192497999995,3615.788767,9925.211417999999,3759.270293
